Archivo,SOC_INIT,SOC_END,DIF_SOC,POWER_CONSUMED,DISTANCIA,DURACION
Ride_120.csv,97.0625,69.6091,27.4534,5920.0,15.138,0:30:05
Ride_121.csv,69.312,80.1646,-10.8526,-2400.0,7.254,0:22:37
Ride_122.csv,87.4396,87.3135,0.1261,-80.0,3.871,0:10:40
Ride_123.csv,87.1774,79.245,7.9324,1600.0,3.805,0:11:10
Ride_124.csv,79.1692,78.1847,0.9845,160.0,3.846,0:11:01
Ride_125.csv,78.0747,76.3595,1.7152,320.0,3.132,0:04:02
Ride_126.csv,76.2456,73.7892,2.4564,480.0,9.995,0:13:56
Ride_127.csv,64.7764,64.3373,0.4391,160.0,0.202,0:00:28
Ride_128.csv,51.4365,53.5631,-2.1266,-560.0,3.841,0:11:35
Ride_129.csv,70.6716,71.1534,-0.4818,-240.0,3.827,0:17:59
Ride_13.csv,40.5999,37.7561,2.8438,640.0,3.327,0:07:45
Ride_130.csv,71.0193,59.0441,11.9752,2560.0,18.458,0:24:46
Ride_131.csv,58.9314,30.2152,28.7162,6320.0,20.029,0:53:59
Ride_132.csv,42.0935,42.2127,-0.1192,0.0,0.0,0:00:08
Ride_133.csv,53.7393,53.775,-0.0357,-80.0,3.899,0:12:07
Ride_134.csv,53.5993,47.6231,5.9762,1280.0,3.376,0:10:46
Ride_135.csv,78.7266,77.0735,1.6531,320.0,3.733,0:17:32
Ride_136.csv,76.7351,56.6623,20.0728,4400.0,13.635,0:53:36
Ride_137.csv,65.1902,56.1204,9.0698,1920.0,10.048,0:18:26
Ride_138.csv,34.0454,33.7004,0.345,160.0,4.827,0:18:00
Ride_139.csv,48.6768,49.4416,-0.7648,-320.0,5.26,0:17:22
Ride_14.csv,37.6308,36.1452,1.4856,320.0,1.198,0:07:10
Ride_140.csv,78.9362,73.9689,4.9673,1040.0,5.568,0:13:16
Ride_141.csv,53.7296,54.5466,-0.817,-240.0,3.794,0:13:19
Ride_142.csv,53.8019,52.8609,0.941,160.0,1.196,0:14:36
Ride_143.csv,44.1498,43.5125,0.6373,-80.0,4.465,0:16:59
Ride_144.csv,59.7657,54.0132,5.7525,1200.0,5.173,0:06:13
Ride_145.csv,52.5565,42.7633,9.7932,2320.0,9.389,0:18:33
Ride_146.csv,79.973,81.7682,-1.7952,-400.0,0.353,0:05:49
Ride_147.csv,83.4627,84.4728,-1.0101,-240.0,2.718,0:07:23
Ride_148.csv,84.3394,78.3511,5.9883,1200.0,3.805,0:08:57
Ride_149.csv,63.7203,64.9392,-1.2189,-320.0,3.807,0:12:48
Ride_15.csv,78.4498,78.4337,0.0161,0.0,0.016,0:00:09
Ride_150.csv,64.6798,56.0481,8.6317,1840.0,15.946,0:59:13
Ride_151.csv,89.9717,87.1888,2.7829,480.0,1.483,0:03:34
Ride_152.csv,72.2208,73.4677,-1.2469,-320.0,5.09,0:19:55
Ride_153.csv,97.0322,95.4434,1.5888,320.0,1.218,0:06:46
Ride_154.csv,84.5322,82.5036,2.0286,320.0,6.403,0:17:05
Ride_155.csv,81.7892,74.5083,7.2809,1520.0,4.217,0:24:40
Ride_156.csv,68.4993,70.5914,-2.0921,-480.0,3.88,0:11:24
Ride_157.csv,66.1844,65.5556,0.6288,80.0,0.927,0:04:38
Ride_158.csv,54.437,56.1295,-1.6925,-400.0,3.734,0:10:41
Ride_159.csv,55.9696,55.0666,0.903,240.0,10.482,0:07:39
Ride_16.csv,77.9109,69.984,7.9269,1760.0,3.622,0:10:35
Ride_160.csv,97.3,95.0704,2.2296,400.0,1.82,0:06:37
Ride_161.csv,94.9616,90.2915,4.6701,1040.0,13.832,0:23:01
Ride_162.csv,75.713,74.604,1.109,240.0,5.294,0:16:25
Ride_163.csv,74.4542,72.6627,1.7915,320.0,3.843,0:41:02
Ride_164.csv,72.597,71.4805,1.1165,240.0,4.959,0:09:05
Ride_165.csv,37.7672,35.4371,2.3301,560.0,4.881,0:28:02
Ride_166.csv,62.3566,55.3578,6.9988,1440.0,3.831,0:12:35
Ride_167.csv,55.1751,54.2216,0.9535,160.0,3.838,0:13:00
Ride_168.csv,54.1181,51.0824,3.0357,640.0,2.038,0:09:40
Ride_169.csv,46.1315,45.2952,0.8363,0.0,3.877,0:10:41
Ride_170.csv,87.4528,88.5735,-1.1207,-240.0,0.119,0:04:48
Ride_171.csv,91.0849,64.4571,26.6278,5760.0,44.809,1:28:27
Ride_172.csv,64.3543,52.2342,12.1201,2640.0,9.791,0:18:48
Ride_173.csv,27.4456,27.4851,-0.0395,0.0,2.443,0:05:59
Ride_174.csv,44.9576,44.6098,0.3478,-80.0,3.812,0:08:53
Ride_175.csv,59.5614,55.3727,4.1887,880.0,4.59,0:15:15
Ride_176.csv,75.0647,73.6106,1.4541,240.0,6.133,0:26:39
Ride_177.csv,73.4158,70.0507,3.3651,640.0,2.619,0:18:15
Ride_178.csv,69.9856,68.7882,1.1974,160.0,0.27,0:04:52
Ride_179.csv,68.7442,67.3869,1.3573,320.0,0.753,0:03:44
Ride_18.csv,78.9402,79.6775,-0.7373,-240.0,2.15,0:06:25
Ride_180.csv,75.3408,75.2837,0.0571,0.0,0.059,0:00:36
Ride_181.csv,75.1107,71.5956,3.5151,720.0,1.9,0:13:44
Ride_182.csv,63.6075,76.236,-12.6285,-2800.0,0.0,0:31:12
Ride_183.csv,95.1524,95.1524,0.0,0.0,0.0,0:00:00
Ride_184.csv,97.1233,95.258,1.8653,400.0,3.976,0:13:13
Ride_185.csv,95.0857,90.2419,4.8438,1120.0,12.656,0:15:14
Ride_186.csv,66.7434,67.8484,-1.105,-320.0,3.801,0:15:01
Ride_187.csv,67.6828,59.7028,7.98,1680.0,4.208,0:17:16
Ride_188.csv,51.7928,52.6624,-0.8696,-240.0,3.806,0:12:25
Ride_189.csv,52.5835,48.9328,3.6507,800.0,9.375,0:13:10
Ride_19.csv,59.3648,60.5143,-1.1495,-320.0,3.612,0:06:28
Ride_190.csv,48.2221,44.2467,3.9754,960.0,3.767,0:07:47
Ride_191.csv,44.1747,38.3397,5.835,1200.0,4.389,0:09:59
Ride_192.csv,38.245,36.511,1.734,320.0,0.759,0:02:29
Ride_193.csv,51.3966,51.0377,0.3589,0.0,3.859,0:11:17
Ride_194.csv,58.3187,51.1479,7.1708,1600.0,8.874,0:27:20
Ride_195.csv,96.9986,95.1335,1.8651,320.0,3.023,0:11:38
Ride_196.csv,78.8805,78.2389,0.6416,80.0,3.803,0:14:36
Ride_197.csv,66.3443,57.3488,8.9955,1920.0,5.147,0:17:47
Ride_198.csv,57.3023,51.1161,6.1862,1280.0,9.983,0:24:14
Ride_199.csv,97.0485,85.2579,11.7906,2560.0,31.068,0:41:46
Ride_2.csv,23.6001,24.1001,-0.5,-80.0,0.0,0:04:23
Ride_20.csv,60.2439,61.6158,-1.3719,-320.0,1.926,0:05:31
Ride_200.csv,75.7334,72.5326,3.2008,720.0,12.084,0:12:29
